MovieIdsNew,movieId,title,genres
963,2336,Elizabeth (1998),Drama
964,2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
965,2340,Meet Joe Black (1998),Romance
966,2346,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller
967,2348,Sid and Nancy (1986),Drama
968,2352,"Big Chill, The (1983)",Comedy|Drama
969,2353,Enemy of the State (1998),Action|Thriller
970,2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
971,2357,Central Station (Central do Brasil) (1998),Drama
972,2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
973,2363,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi
974,2366,King Kong (1933),Action|Adventure|Fantasy|Horror
975,2367,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller
976,2369,Desperately Seeking Susan (1985),Comedy|Drama|Romance
977,2371,Fletch (1985),Comedy|Crime|Mystery
978,2375,"Money Pit, The (1986)",Comedy
979,2376,"View to a Kill, A (1985)",Action|Adventure|Thriller
980,2378,Police Academy (1984),Comedy|Crime
981,2379,Police Academy 2: Their First Assignment (1985),Comedy|Crime
982,2380,Police Academy 3: Back in Training (1986),Comedy|Crime
983,2381,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime
984,2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime
985,2383,Police Academy 6: City Under Siege (1989),Comedy|Crime
986,2384,Babe: Pig in the City (1998),Adventure|Children|Drama
987,2387,Very Bad Things (1998),Comedy|Crime
988,2389,Psycho (1998),Crime|Horror|Thriller
989,2390,Little Voice (1998),Comedy
990,2391,"Simple Plan, A (1998)",Crime|Drama|Thriller
991,2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi
992,2394,"Prince of Egypt, The (1998)",Animation|Musical
993,2395,Rushmore (1998),Comedy|Drama
994,2396,Shakespeare in Love (1998),Comedy|Drama|Romance
995,2398,Miracle on 34th Street (1947),Comedy|Drama
996,2401,Pale Rider (1985),Western
997,2402,Rambo: First Blood Part II (1985),Action|Adventure|Thriller
998,2403,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller
999,2404,Rambo III (1988),Action|Adventure|Thriller|War
1000,2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
1001,2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
1002,2407,Cocoon (1985),Comedy|Sci-Fi
1003,2408,Cocoon: The Return (1988),Comedy|Sci-Fi
1004,2409,Rocky II (1979),Action|Drama
1005,2410,Rocky III (1982),Action|Drama
1006,2411,Rocky IV (1985),Action|Drama
1007,2412,Rocky V (1990),Action|Drama
1008,2413,Clue (1985),Comedy|Crime|Mystery|Thriller
1009,2414,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller
1010,2416,Back to School (1986),Comedy
1011,2420,"Karate Kid, The (1984)",Drama
1012,2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
1013,2422,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama
1014,2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy
1015,2424,You've Got Mail (1998),Comedy|Romance
1016,2427,"Thin Red Line, The (1998)",Action|Drama|War
1017,2428,"Faculty, The (1998)",Horror|Sci-Fi
1018,2431,Patch Adams (1998),Comedy|Drama
1019,2433,"Civil Action, A (1998)",Drama
1020,2447,Varsity Blues (1999),Comedy|Drama
1021,2450,Howard the Duck (1986),Adventure|Comedy|Sci-Fi
1022,2454,"Fly, The (1958)",Horror|Mystery|Sci-Fi
1023,2455,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller
1024,2456,"Fly II, The (1989)",Horror|Sci-Fi
1025,2459,"Texas Chainsaw Massacre, The (1974)",Horror
1026,2463,Ruthless People (1986),Comedy
1027,2467,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller
1028,2468,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller
1029,2469,Peggy Sue Got Married (1986),Comedy|Drama
1030,2470,Crocodile Dundee (1986),Adventure|Comedy
1031,2471,Crocodile Dundee II (1988),Action|Adventure|Comedy
1032,2474,"Color of Money, The (1986)",Drama
1033,2478,¡Three Amigos! (1986),Comedy|Western
1034,2485,She's All That (1999),Comedy|Romance
1035,2490,Payback (1999),Action|Thriller
1036,2496,Blast from the Past (1999),Comedy|Romance
1037,2501,October Sky (1999),Drama
1038,2502,Office Space (1999),Comedy|Crime
1039,2505,8MM (1999),Drama|Mystery|Thriller
1040,2513,Pet Sematary (1989),Horror
1041,2527,Westworld (1973),Action|Sci-Fi|Thriller|Western
1042,2528,Logan's Run (1976),Action|Adventure|Sci-Fi
1043,2529,Planet of the Apes (1968),Action|Drama|Sci-Fi
1044,2530,Beneath the Planet of the Apes (1970),Action|Sci-Fi
1045,2531,Battle for the Planet of the Apes (1973),Action|Sci-Fi
1046,2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi
1047,2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi
1048,2539,Analyze This (1999),Comedy
1049,2541,Cruel Intentions (1999),Drama
1050,2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
1051,2565,"King and I, The (1956)",Drama|Musical|Romance
1052,2567,EDtv (1999),Comedy
1053,2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1054,2572,10 Things I Hate About You (1999),Comedy|Romance
1055,2580,Go (1999),Comedy|Crime
1056,2581,Never Been Kissed (1999),Comedy|Romance
1057,2594,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller
1058,2598,Pushing Tin (1999),Comedy
1059,2599,Election (1999),Comedy
1060,2600,eXistenZ (1999),Action|Sci-Fi|Thriller
1061,2605,Entrapment (1999),Crime|Thriller
1062,2606,Idle Hands (1999),Comedy|Horror
1063,2616,Dick Tracy (1990),Action|Crime
1064,2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
1065,2622,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy
1066,2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
1067,2640,Superman (1978),Action|Adventure|Sci-Fi
1068,2641,Superman II (1980),Action|Sci-Fi
1069,2642,Superman III (1983),Action|Adventure|Sci-Fi
1070,2643,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi
1071,2648,Frankenstein (1931),Drama|Horror|Sci-Fi
1072,2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
1073,2662,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi
1074,2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller
1075,2671,Notting Hill (1999),Comedy|Romance
1076,2672,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller
1077,2676,Instinct (1999),Drama|Thriller
1078,2677,Buena Vista Social Club (1999),Documentary|Musical
1079,2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy
1080,2686,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery
1081,2687,Tarzan (1999),Adventure|Animation|Children|Drama
1082,2688,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller
1083,2690,"Ideal Husband, An (1999)",Comedy|Romance
1084,2692,Run Lola Run (Lola rennt) (1998),Action|Crime
1085,2693,Trekkies (1997),Documentary
1086,2694,Big Daddy (1999),Comedy
1087,2699,Arachnophobia (1990),Comedy|Horror
1088,2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
1089,2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western
1090,2702,Summer of Sam (1999),Drama
1091,2706,American Pie (1999),Comedy|Romance
1092,2707,Arlington Road (1999),Thriller
1093,2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller
1094,2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller
1095,2713,Lake Placid (1999),Horror|Thriller
1096,2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
1097,2717,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi
1098,2718,Drop Dead Gorgeous (1999),Comedy
1099,2719,"Haunting, The (1999)",Horror|Thriller
1100,2720,Inspector Gadget (1999),Action|Adventure|Children|Comedy
1101,2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller
1102,2723,Mystery Men (1999),Action|Comedy|Fantasy
1103,2724,Runaway Bride (1999),Comedy|Romance
1104,2728,Spartacus (1960),Action|Drama|Romance|War
1105,2729,Lolita (1962),Drama|Romance
1106,2730,Barry Lyndon (1975),Drama|Romance|War
1107,2731,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama
1108,2732,Jules and Jim (Jules et Jim) (1961),Drama|Romance
1109,2734,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller
1110,2735,"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery
1111,2739,"Color Purple, The (1985)",Drama
1112,2745,"Mission, The (1986)",Drama
1113,2746,Little Shop of Horrors (1986),Comedy|Horror|Musical
1114,2747,"Little Shop of Horrors, The (1960)",Comedy|Horror
1115,2750,Radio Days (1987),Comedy|Drama
1116,2759,Dick (1999),Comedy
1117,2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi
1118,2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery
1119,2763,"Thomas Crown Affair, The (1999)",Action|Mystery
1120,2764,"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller
1121,2770,Bowfinger (1999),Comedy
1122,2772,Detroit Rock City (1999),Comedy
1123,2779,Heaven Can Wait (1978),Comedy
1124,2788,Monty Python's And Now for Something Completely Different (1971),Comedy
1125,2791,Airplane! (1980),Comedy
1126,2792,Airplane II: The Sequel (1982),Comedy
1127,2794,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance
1128,2795,National Lampoon's Vacation (1983),Comedy
1129,2797,Big (1988),Comedy|Drama|Fantasy|Romance
1130,2803,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller
1131,2804,"Christmas Story, A (1983)",Children|Comedy
1132,2805,Mickey Blue Eyes (1999),Comedy|Romance
1133,2808,Universal Soldier (1992),Action|Sci-Fi
1134,2819,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller
1135,2826,"13th Warrior, The (1999)",Action|Adventure|Fantasy
1136,2827,"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller
1137,2840,Stigmata (1999),Drama|Thriller
1138,2841,Stir of Echoes (1999),Horror|Mystery|Thriller
1139,2857,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical
1140,2858,American Beauty (1999),Comedy|Drama
1141,2860,Blue Streak (1999),Comedy
1142,2861,For Love of the Game (1999),Comedy|Drama
1143,2863,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical
1144,2871,Deliverance (1972),Adventure|Drama|Thriller
1145,2872,Excalibur (1981),Adventure|Fantasy
1146,2875,Sommersby (1993),Drama|Mystery|Romance
1147,2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller
1148,2883,Mumford (1999),Comedy|Drama
1149,2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War
1150,2901,Phantasm (1979),Horror|Sci-Fi
1151,2908,Boys Don't Cry (1999),Drama
1152,2912,"Limey, The (1999)",Crime|Drama|Thriller
1153,2915,Risky Business (1983),Comedy
1154,2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
1155,2917,Body Heat (1981),Crime|Thriller
1156,2918,Ferris Bueller's Day Off (1986),Comedy
1157,2919,"Year of Living Dangerously, The (1982)",Drama|Romance|War
1158,2921,High Plains Drifter (1973),Western
1159,2926,Hairspray (1988),Comedy|Drama
1160,2941,South Pacific (1958),Musical|Romance|War
1161,2942,Flashdance (1983),Drama|Romance
1162,2944,"Dirty Dozen, The (1967)",Action|Drama|War
1163,2946,Help! (1965),Comedy|Musical
1164,2947,Goldfinger (1964),Action|Adventure|Thriller
1165,2948,From Russia with Love (1963),Action|Adventure|Thriller
1166,2949,Dr. No (1962),Action|Adventure|Thriller
1167,2950,"Blue Lagoon, The (1980)",Adventure|Drama|Romance
1168,2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western
1169,2953,Home Alone 2: Lost in New York (1992),Children|Comedy
1170,2959,Fight Club (1999),Action|Crime|Drama|Thriller
1171,2966,"Straight Story, The (1999)",Adventure|Drama
1172,2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi
1173,2971,All That Jazz (1979),Drama|Fantasy|Musical
1174,2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama
1175,2976,Bringing Out the Dead (1999),Drama
1176,2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
1177,2986,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller
1178,2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
1179,2989,For Your Eyes Only (1981),Action|Adventure|Thriller
1180,2990,Licence to Kill (1989),Action|Adventure|Thriller
1181,2991,Live and Let Die (1973),Action|Adventure|Thriller
1182,2993,Thunderball (1965),Action|Adventure|Thriller
1183,2995,House on Haunted Hill (1999),Horror|Thriller
1184,2997,Being John Malkovich (1999),Comedy|Drama|Fantasy
1185,3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
1186,3005,"Bone Collector, The (1999)",Thriller
1187,3006,"Insider, The (1999)",Drama|Thriller
1188,3007,American Movie (1999),Documentary
1189,3016,Creepshow (1982),Horror
1190,3018,Re-Animator (1985),Comedy|Horror|Sci-Fi
1191,3019,Drugstore Cowboy (1989),Crime|Drama
1192,3020,Falling Down (1993),Action|Drama
1193,3022,"General, The (1926)",Comedy|War
1194,3030,Yojimbo (1961),Action|Adventure
1195,3033,Spaceballs (1987),Comedy|Sci-Fi
1196,3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical
1197,3035,Mister Roberts (1955),Comedy|Drama|War
1198,3037,Little Big Man (1970),Western
1199,3039,Trading Places (1983),Comedy
1200,3044,Dead Again (1991),Mystery|Romance|Thriller
1201,3052,Dogma (1999),Adventure|Comedy|Fantasy
1202,3053,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War
1203,3060,"Commitments, The (1991)",Comedy|Drama|Musical
1204,3062,"Longest Day, The (1962)",Action|Drama|War
1205,3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama
1206,3068,"Verdict, The (1982)",Drama|Mystery
1207,3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi
1208,3071,Stand and Deliver (1988),Comedy|Drama
1209,3072,Moonstruck (1987),Comedy|Romance
1210,3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance
1211,3082,"World Is Not Enough, The (1999)",Action|Adventure|Thriller
1212,3083,All About My Mother (Todo sobre mi madre) (1999),Drama
1213,3087,Scrooged (1988),Comedy|Fantasy|Romance
1214,3088,Harvey (1950),Comedy|Fantasy
1215,3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama
1216,3095,"Grapes of Wrath, The (1940)",Drama
1217,3098,"Natural, The (1984)",Drama
1218,3100,"River Runs Through It, A (1992)",Drama
1219,3101,Fatal Attraction (1987),Drama|Thriller
1220,3104,Midnight Run (1988),Action|Comedy|Crime|Thriller
1221,3105,Awakenings (1990),Drama|Mystery
1222,3107,Backdraft (1991),Action|Drama
1223,3108,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance
1224,3113,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller
1225,3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
1226,3146,Deuce Bigalow: Male Gigolo (1999),Comedy
1227,3147,"Green Mile, The (1999)",Crime|Drama
1228,3148,"Cider House Rules, The (1999)",Drama
1229,3152,"Last Picture Show, The (1971)",Drama
1230,3155,Anna and the King (1999),Drama|Romance
1231,3156,Bicentennial Man (1999),Drama|Romance|Sci-Fi
1232,3157,Stuart Little (1999),Children|Comedy|Fantasy
1233,3159,Fantasia 2000 (1999),Animation|Children|Musical|IMAX
1234,3160,Magnolia (1999),Drama
1235,3168,Easy Rider (1969),Adventure|Drama
1236,3173,Any Given Sunday (1999),Drama
1237,3174,Man on the Moon (1999),Comedy|Drama
1238,3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
1239,3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
1240,3178,"Hurricane, The (1999)",Drama
1241,3186,"Girl, Interrupted (1999)",Drama
1242,3198,Papillon (1973),Crime|Drama
1243,3201,Five Easy Pieces (1970),Drama
1244,3203,Dead Calm (1989),Thriller
1245,3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance
1246,3243,Encino Man (1992),Comedy
1247,3246,Malcolm X (1992),Drama
1248,3247,Sister Act (1992),Comedy|Crime
1249,3248,Sister Act 2: Back in the Habit (1993),Comedy
1250,3249,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller
1251,3252,Scent of a Woman (1992),Drama
1252,3253,Wayne's World (1992),Comedy
1253,3254,Wayne's World 2 (1993),Comedy
1254,3255,"League of Their Own, A (1992)",Comedy|Drama
1255,3256,Patriot Games (1992),Action|Thriller
1256,3257,"Bodyguard, The (1992)",Drama|Romance|Thriller
1257,3258,Death Becomes Her (1992),Comedy|Fantasy
1258,3259,Far and Away (1992),Adventure|Drama|Romance
1259,3260,Howards End (1992),Drama
1260,3261,Singles (1992),Comedy|Drama|Romance
1261,3263,White Men Can't Jump (1992),Comedy|Drama
1262,3264,Buffy the Vampire Slayer (1992),Action|Comedy|Horror
1263,3265,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller
1264,3267,"Mariachi, El (1992)",Action|Crime|Thriller|Western
1265,3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy
1266,3269,Forever Young (1992),Drama|Romance|Sci-Fi
1267,3271,Of Mice and Men (1992),Drama
1268,3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller
1269,3274,Single White Female (1992),Drama|Thriller
1270,3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller
1271,3285,"Beach, The (2000)",Adventure|Drama
1272,3298,Boiler Room (2000),Crime|Drama|Thriller
1273,3300,Pitch Black (2000),Horror|Sci-Fi|Thriller
1274,3301,"Whole Nine Yards, The (2000)",Comedy|Crime
1275,3307,City Lights (1931),Comedy|Drama|Romance
1276,3316,Reindeer Games (2000),Action|Thriller
1277,3317,Wonder Boys (2000),Comedy|Drama
1278,3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama
1279,3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
1280,3354,Mission to Mars (2000),Sci-Fi
1281,3355,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller
1282,3358,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance
1283,3359,Breaking Away (1979),Comedy|Drama
1284,3360,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance
1285,3361,Bull Durham (1988),Comedy|Drama|Romance
1286,3362,Dog Day Afternoon (1975),Crime|Drama
1287,3363,American Graffiti (1973),Comedy|Drama
1288,3365,"Searchers, The (1956)",Drama|Western
1289,3386,JFK (1991),Drama|Mystery|Thriller
1290,3396,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical
1291,3397,"Great Muppet Caper, The (1981)",Children|Comedy
1292,3398,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical
1293,3408,Erin Brockovich (2000),Drama
1294,3409,Final Destination (2000),Drama|Thriller
1295,3418,Thelma & Louise (1991),Adventure|Crime|Drama
1296,3421,Animal House (1978),Comedy
1297,3424,Do the Right Thing (1989),Drama
1298,3429,Creature Comforts (1989),Animation|Comedy
1299,3435,Double Indemnity (1944),Crime|Drama|Film-Noir
1300,3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi
1301,3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy
1302,3441,Red Dawn (1984),Action|Drama|War
1303,3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War
1304,3450,Grumpy Old Men (1993),Comedy
1305,3451,Guess Who's Coming to Dinner (1967),Drama
1306,3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller
1307,3461,Lord of the Flies (1963),Adventure|Drama|Thriller
1308,3462,Modern Times (1936),Comedy|Drama|Romance
1309,3468,"Hustler, The (1961)",Drama
1310,3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
1311,3476,Jacob's Ladder (1990),Horror|Mystery
1312,3477,Empire Records (1995),Comedy|Drama
1313,3479,Ladyhawke (1985),Adventure|Fantasy|Romance
1314,3481,High Fidelity (2000),Comedy|Drama|Romance
1315,3483,"Road to El Dorado, The (2000)",Animation|Children
1316,3484,"Skulls, The (2000)",Thriller
1317,3489,Hook (1991),Adventure|Comedy|Fantasy
1318,3498,Midnight Express (1978),Drama
1319,3499,Misery (1990),Drama|Horror|Thriller
1320,3503,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi
1321,3504,Network (1976),Comedy|Drama
1322,3505,No Way Out (1987),Drama|Mystery|Thriller
1323,3507,"Odd Couple, The (1968)",Comedy
1324,3508,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western
1325,3510,Frequency (2000),Drama|Thriller
1326,3512,Return to Me (2000),Drama|Romance
1327,3513,Rules of Engagement (2000),Drama|Thriller
1328,3524,Arthur (1981),Comedy|Romance
1329,3526,Parenthood (1989),Comedy|Drama
1330,3527,Predator (1987),Action|Sci-Fi|Thriller
1331,3534,28 Days (2000),Drama
1332,3535,American Psycho (2000),Crime|Horror|Mystery|Thriller
1333,3536,Keeping the Faith (2000),Comedy|Drama|Romance
1334,3543,Diner (1982),Comedy|Drama
1335,3545,Cabaret (1972),Drama|Musical
1336,3551,Marathon Man (1976),Crime|Drama|Thriller
1337,3552,Caddyshack (1980),Comedy
1338,3555,U-571 (2000),Action|Thriller|War
1339,3556,"Virgin Suicides, The (1999)",Drama|Romance
1340,3578,Gladiator (2000),Action|Adventure|Drama
1341,3591,Mr. Mom (1983),Comedy|Drama
1342,3593,Battlefield Earth (2000),Action|Sci-Fi
1343,3608,Pee-wee's Big Adventure (1985),Adventure|Comedy
1344,3615,Dinosaur (2000),Adventure|Animation|Children
1345,3617,Road Trip (2000),Comedy
1346,3618,Small Time Crooks (2000),Comedy|Crime
1347,3623,Mission: Impossible II (2000),Action|Adventure|Thriller
1348,3624,Shanghai Noon (2000),Action|Adventure|Comedy|Western
1349,3629,"Gold Rush, The (1925)",Adventure|Comedy|Romance
1350,3633,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller
1351,3635,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller
1352,3638,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller
1353,3639,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller
1354,3646,Big Momma's House (2000),Comedy
1355,3654,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War
1356,3668,Romeo and Juliet (1968),Drama|Romance
1357,3671,Blazing Saddles (1974),Comedy|Western
1358,3676,Eraserhead (1977),Drama|Horror
1359,3681,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western
1360,3683,Blood Simple (1984),Crime|Drama|Film-Noir
1361,3684,"Fabulous Baker Boys, The (1989)",Drama|Romance
1362,3686,Flatliners (1990),Horror|Sci-Fi|Thriller
1363,3697,Predator 2 (1990),Action|Sci-Fi|Thriller
1364,3698,"Running Man, The (1987)",Action|Sci-Fi
1365,3699,Starman (1984),Adventure|Drama|Romance|Sci-Fi
1366,3701,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller
1367,3702,Mad Max (1979),Action|Adventure|Sci-Fi
1368,3703,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi
1369,3704,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi
1370,3706,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller
1371,3717,Gone in 60 Seconds (2000),Action|Crime
1372,3723,Hamlet (1990),Drama
1373,3730,"Conversation, The (1974)",Drama|Mystery
1374,3735,Serpico (1973),Crime|Drama
1375,3740,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy
1376,3744,Shaft (2000),Action|Crime|Thriller
1377,3745,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi
1378,3751,Chicken Run (2000),Animation|Children|Comedy
1379,3752,"Me, Myself & Irene (2000)",Adventure|Comedy
1380,3753,"Patriot, The (2000)",Action|Drama|War
1381,3755,"Perfect Storm, The (2000)",Drama|Thriller
1382,3763,F/X (1986),Action|Crime|Thriller
1383,3785,Scary Movie (2000),Comedy|Horror
1384,3791,Footloose (1984),Drama
1385,3793,X-Men (2000),Action|Adventure|Sci-Fi
1386,3798,What Lies Beneath (2000),Drama|Horror|Mystery
1387,3809,What About Bob? (1991),Comedy
1388,3821,Nutty Professor II: The Klumps (2000),Comedy
1389,3825,Coyote Ugly (2000),Comedy|Drama|Romance
1390,3826,Hollow Man (2000),Horror|Sci-Fi|Thriller
1391,3827,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi
1392,3836,Kelly's Heroes (1970),Action|Comedy|War
1393,3844,Steel Magnolias (1989),Drama
1394,3861,"Replacements, The (2000)",Comedy
1395,3863,"Cell, The (2000)",Drama|Horror|Thriller
1396,3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance
1397,3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy
1398,3882,Bring It On (2000),Comedy
1399,3893,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller
1400,3897,Almost Famous (2000),Drama
1401,3910,Dancer in the Dark (2000),Drama|Musical
1402,3911,Best in Show (2000),Comedy
1403,3916,Remember the Titans (2000),Drama
1404,3948,Meet the Parents (2000),Comedy
1405,3949,Requiem for a Dream (2000),Drama
1406,3952,"Contender, The (2000)",Drama|Thriller
1407,3959,"Time Machine, The (1960)",Action|Adventure|Sci-Fi
1408,3967,Billy Elliot (2000),Drama
1409,3968,Bedazzled (2000),Comedy
1410,3969,Pay It Forward (2000),Drama
1411,3972,"Legend of Drunken Master, The (Jui kuen II) (1994)",Action|Comedy
1412,3977,Charlie's Angels (2000),Action|Comedy
1413,3978,"Legend of Bagger Vance, The (2000)",Drama|Romance
1414,3979,Little Nicky (2000),Comedy
1415,3980,Men of Honor (2000),Drama
1416,3981,Red Planet (2000),Action|Sci-Fi|Thriller
1417,3983,You Can Count on Me (2000),Drama|Romance
1418,3984,Diamonds Are Forever (1971),Action|Adventure|Thriller
1419,3986,"6th Day, The (2000)",Action|Sci-Fi|Thriller
1420,3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy
1421,3993,Quills (2000),Drama|Romance
1422,3994,Unbreakable (2000),Drama|Sci-Fi
1423,3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
1424,3998,Proof of Life (2000),Drama
1425,3999,Vertical Limit (2000),Action|Adventure
1426,4002,"Planes, Trains & Automobiles (1987)",Comedy
1427,4005,"Living Daylights, The (1987)",Action|Adventure|Thriller
1428,4006,Transformers: The Movie (1986),Adventure|Animation|Children|Sci-Fi
1429,4007,Wall Street (1987),Drama
